1	"Время убивать!"
2	"Сомкнуть строй!"
3	"Всеми силами!"
4	"Все вместе!"
5	"Хе-хе!"
6	"Мы едины!"
7	"Раз! Два! Три!"
8	"Держать строй!"
9	"Земля! Вода! Ветер! Огонь!"
10	"Держать строй!"
11	"Все в атаку!"
12	"Следите за расстоянием!"
13	"На слом!"
14	"Держите строй."
15	"Мы непобедимы!"
16	"Покажем нашу силу."
17	"Сомкнуть ряды!"
18	"Опасность! Укрыться!"
19	"Уничтожу!"
20	"Вспомните тренировки!"
21	"Вперед! Вперед!"
22	"Шевелитесь!"
23	"Окружайте врага!"
24	"Рассредоточьтесь!"
25	"Никто не пройдет!"
26	"Покажем им, что такое оборона!"
27	"Окружайте эту крысу!"
28	"Двигайтесь быстрее ветра!"
29	"Думайте головой! Вперед!"
30	"Не толкаться! Держать строй!"
31	"Вперед! Вперед!"
32	"Слишком медленно! Живее!"
33	"Только не умирать!"
34	"Бегом! Бегом! Все, живо!"
35	"Жить надоело? Немедленно в строй!"
36	"Соберись, а то я сам тебя отделаю!"
37	"Что ты так копаешься? Тувангийский пирог к ноге прилип?"
38	"Соберись! Если жить охота."
39	"Держать строй! Выцеливайте их слабые места!"
40	"Собраться! Все внимание на врага."
41	"Вперед! И поосторожней там!"
42	"Ко мне, защитите меня!"
43	"Выдыхаешь и нажимаешь курок!"
44	"Пришло время! Враг ошеломлен!"
45	"Бейте одиночные цели!"
46	"Это слабое место! Цельтесь в него!"
47	"Нападаем на слабейшего! В бой!"
48	"Отрезайте и добивайте!"
49	"Вперед!"
50	"В бою важна дисциплина!"
51	"Мои слуги!"
52	"Это не конец!"
53	"У меня еще есть сюрпризы..."
54	"Ко мне, дети мои!"
55	"Из тьмы!"
56	"Освободитесь ото сна!"
57	"Вперед, братья мои!"
58	"Вернитесь, братья мои!"
59	"Придите, братья мои..."
60	"Явитесь! Мои марионетки!"
61	"Именем силы тьмы..."
62	"Мышь, загнанная в угол, непременно укусит! А-а!"
63	"Я похороню ваши бессмысленные надежды."
64	"Не стой столбом. В бой!"
65	"Это лишь начало."
66	"О, братья... придайте мне сил!"
67	"Встань и дерись!"
68	"Но... мои друзья..."
69	"Ха-ха-ха!"
70	"Спасибо вам..."
71	"Вперед, мои туванги!"
81	"Пришло время битвы"
82	"Мы покажем истинную силу!"
83	"Братья, явитесь и помогите нам!"
84	"Ха-ха-ха! Я сокрушу вас!"
85	"Думаете, это конец? Это лишь начало!"
86	"Узрите же! Нескончаемый поток чудовищ!"
87	"Нас слишком много, и нас не победить! Придите, мои слуги!"
88	"Я преподам вам урок. Никогда не забывайте о защите!"
89	"Мы - последнее, что вы видите!"
90	"Мои братья по крови!"
91	"Не стоит недооценивать моих слуг!"
92	"Юнцы, слушайте приказ!"
93	"Наша жизнь вечна!"
94	"Словно ветер листву, сметайте врагов!"
95	"Скоро вы отдохнете... в могиле!"
96	"От этого кошмара не сбежать!"
97	"Идите и отомстите, мои слуги!"
98	"Добро пожаловать, друзья! В бой!"
99	"Удивлены? Что ж, попробуйте сбежать!"
100	"Вперед! В атаку!"
101	"Могущество для всех!"
102	"Природа нам поможет!"
103	"Во имя любви!"
104	"Титаны, дайте нам сил!"
105	"Даруйте мне силу!"
106	"Мы благословенны!"
107	"Вперед, вперед!"
108	"Земля поддерживает нас!"
109	"Ветер подгоняет нас!"
110	"Огонь закаляет нас!"
111	"Вода освежает нас!"
112	"Скоре-е-е-ей!"
113	"Бьешь - так бей как следует!"
114	"Не злите меня..."
115	"Моя магия проведет нас!"
116	"Обрушьте на них огонь ада, слуги!"
151	"Ха! Застрял?"
152	"Жар поглощает тебя."
153	"Тьма накрывает тебя."
154	"Сила затухает."
155	"Сила умирает."
156	"Око тьмы следит за тобой."
157	"Тьма окружает тебя!"
158	"Мое тело станет прочным, как камень!"
159	"Твоя кровь закипит!"
160	"Тьма пожирает тебя."
161	"Тьма растворяет тебя!"
162	"Взять их!"
163	"Как жаль..."
164	"Слишком много..."
201	"Вперед!"
202	"Получай!"
203	"Живей!"
204	"Вот так вот!"
205	"Нас не остановить!"
206	"Пришел конец!"
207	"Получай!"
208	"Текели-ли!"
209	"Мы восстанем вновь!"
210	"Умри, сгинь!"
